id_cliente,nome,idade,sexo,cidade,uf,segmento,tempo_relacionamento,faixa_renda,tipo_conta,app_favorito,persona,faixa_renda_cod
7458,maria liz martins,26,m,belo horizonte,mg,varejo,1,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
7459,gael henrique nascimento,50,f,samambaia,df,uniclass,25,acima de r$ 20.000,digital,ios,premium,4
7460,cauã dias,40,m,palmeira dos índios,al,varejo,5,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7461,diogo costa,39,f,anápolis,go,personnalité,1,até r$ 2.000,salário,android,cliente tradicional,0
7462,maria liz camargo,40,f,vitória da conquista,ba,varejo,13,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7463,luísa barros,23,f,itabaiana,se,varejo,1,até r$ 2.000,digital,android,jovem digital,0
7464,maria laura costa,42,m,osasco,sp,varejo,13,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
7465,guilherme nogueira,34,m,campinas,sp,varejo,7,até r$ 2.000,corrente,android,cliente tradicional,0
7466,pedro peixoto,29,m,goiânia,go,varejo,2,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
7467,mariah da rosa,40,f,ananindeua,pa,varejo,17,até r$ 2.000,digital,ios,cliente tradicional,0
7468,antony pacheco,44,m,ribeirão preto,sp,varejo,9,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7469,lorena camargo,24,m,guarulhos,sp,varejo,2,r$ 5.001 – r$ 10.000,salário,android,jovem digital,2
7470,luísa vasconcelos,39,f,feira de santana,ba,personnalité,9,até r$ 2.000,corrente,android,investidor,0
7471,mathias pastor,43,f,cariacica,es,personnalité,11,acima de r$ 20.000,corrente,ios,premium,4
7472,maria alice abreu,40,f,canoas,rs,uniclass,4,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7473,theodoro sá,44,f,caxias,ma,uniclass,19,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7474,joana peixoto,24,f,campo grande,ms,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7475,vitor hugo monteiro,25,f,corumbá,ms,personnalité,2,até r$ 2.000,corrente,ios,jovem digital,0
7476,luiz gustavo farias,51,m,londrina,pr,uniclass,14,r$ 5.001 – r$ 10.000,digital,android,investidor,2
7477,natália mendes,76,m,belo horizonte,mg,varejo,5,r$ 2.001 – r$ 5.000,salário,android,idoso,1
7478,olívia da paz,42,m,goiânia,go,uniclass,11,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
7479,ana clara da luz,40,f,timon,ma,uniclass,7,até r$ 2.000,corrente,ios,cliente tradicional,0
7480,sophia da cruz,69,f,timon,ma,varejo,25,até r$ 2.000,corrente,ios,idoso,0
7481,carolina da mota,42,m,várzea grande,mt,varejo,10,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7482,milena das neves,44,m,jaboatão dos guararapes,pe,varejo,11,r$ 2.001 – r$ 5.000,corrente,ios,investidor,1
7483,lunna camargo,40,m,duque de caxias,rj,varejo,5,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
7484,luiz otávio mendonça,40,m,uberlândia,mg,varejo,20,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7485,anthony gabriel dias,41,m,santos,sp,varejo,13,acima de r$ 20.000,digital,android,cliente tradicional,4
7486,nicole melo,25,m,águas lindas de goiás,go,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7487,maya castro,52,m,caruaru,pe,personnalité,13,r$ 5.001 – r$ 10.000,corrente,android,premium,2
7488,luiz henrique azevedo,44,f,ji-paraná,ro,varejo,10,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7489,luana rocha,36,f,londrina,pr,varejo,9,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7490,ana júlia brito,36,m,nossa senhora do socorro,se,varejo,9,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7491,luísa fernandes,37,f,petrópolis,rj,varejo,7,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7492,stephany cirino,36,m,vitória da conquista,ba,uniclass,17,r$ 10.001 – r$ 20.000,digital,android,premium,3
7493,mathias vasconcelos,20,m,itacoatiara,am,varejo,0,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7494,henrique teixeira,44,f,rondonópolis,mt,varejo,5,até r$ 2.000,salário,android,cliente tradicional,0
7495,ravi cunha,43,f,são bernardo do campo,sp,varejo,5,r$ 2.001 – r$ 5.000,salário,ios,cliente tradicional,1
7496,ana liz montenegro,27,f,rio de janeiro,rj,varejo,5,até r$ 2.000,digital,android,jovem digital,0
7497,ana laura dias,24,f,aparecida de goiânia,go,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7498,sofia melo,41,f,luziânia,go,varejo,6,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
7499,gustavo rodrigues,26,m,ponta porã,ms,varejo,5,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
7500,ana clara pimenta,21,m,caxias do sul,rs,varejo,1,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
7501,otto oliveira,39,m,rondonópolis,mt,varejo,9,até r$ 2.000,corrente,android,cliente tradicional,0
7502,leonardo duarte,40,f,juiz de fora,mg,uniclass,13,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7503,levi correia,39,f,ananindeua,pa,varejo,6,r$ 2.001 – r$ 5.000,digital,ios,investidor,1
7504,isabela viana,45,f,ribeirão preto,sp,varejo,9,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7505,luigi castro,37,m,campo grande,ms,personnalité,6,acima de r$ 20.000,corrente,android,premium,4
7506,levi duarte,41,f,mauá,sp,varejo,16,r$ 10.001 – r$ 20.000,corrente,ios,investidor,3
7507,pietra melo,26,m,belém,pa,varejo,5,até r$ 2.000,digital,android,jovem digital,0
7508,lara vasconcelos,43,m,ji-paraná,ro,varejo,5,r$ 10.001 – r$ 20.000,salário,android,cliente tradicional,3
7509,vitor gabriel da conceição,40,m,rio verde,go,personnalité,9,r$ 5.001 – r$ 10.000,digital,android,premium,2
7510,vinicius melo,38,f,betim,mg,uniclass,8,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7511,ana júlia freitas,43,m,lagarto,se,personnalité,5,r$ 10.001 – r$ 20.000,salário,android,cliente tradicional,3
7512,joão vitor das neves,49,m,luziânia,go,uniclass,7,até r$ 2.000,corrente,android,investidor,0
7513,brenda siqueira,25,m,macapá,ap,uniclass,1,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
7514,daniela souza,40,f,feira de santana,ba,varejo,5,até r$ 2.000,salário,android,cliente tradicional,0
7515,ana vitória machado,41,m,campinas,sp,uniclass,12,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
7516,ana liz lima,21,f,ananindeua,pa,varejo,0,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
7517,isabel teixeira,42,f,castanhal,pa,varejo,18,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
7518,lara abreu,67,f,nova iguaçu,rj,varejo,32,r$ 2.001 – r$ 5.000,corrente,ios,idoso,1
7519,isis araújo,24,m,uberlândia,mg,varejo,1,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7520,julia fogaça,21,f,são bernardo do campo,sp,varejo,1,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
7521,joão lucas marques,42,m,joinville,sc,uniclass,5,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7522,yan almeida,34,m,rio verde,go,varejo,4,r$ 5.001 – r$ 10.000,salário,android,cliente tradicional,2
7523,nathan costela,24,m,planaltina,df,varejo,2,até r$ 2.000,corrente,android,jovem digital,0
7524,théo da rocha,40,f,são luís,ma,uniclass,10,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7525,evelyn alves,77,m,itacoatiara,am,varejo,5,r$ 2.001 – r$ 5.000,salário,android,idoso,1
7526,aurora lima,40,m,sobral,ce,varejo,5,r$ 5.001 – r$ 10.000,salário,ios,cliente tradicional,2
7527,giovanna duarte,38,f,porto alegre,rs,varejo,8,acima de r$ 20.000,corrente,ios,investidor,4
7528,murilo cunha,39,f,juiz de fora,mg,varejo,4,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
7529,milena macedo,38,f,lagarto,se,varejo,1,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7530,yan caldeira,28,f,rio branco,ac,uniclass,2,r$ 5.001 – r$ 10.000,digital,ios,jovem digital,2
7531,dom da cruz,50,f,mauá,sp,uniclass,14,r$ 2.001 – r$ 5.000,digital,android,investidor,1
7532,lorenzo duarte,25,f,porto alegre,rs,varejo,2,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
7533,maria luiza silveira,24,f,olinda,pe,varejo,3,r$ 10.001 – r$ 20.000,salário,ios,jovem digital,3
7534,maria isis aparecida,25,f,juazeiro do norte,ce,varejo,4,r$ 5.001 – r$ 10.000,salário,ios,jovem digital,2
7535,heloisa sales,70,m,mauá,sp,uniclass,5,r$ 10.001 – r$ 20.000,salário,ios,idoso,3
7536,mariah da cruz,20,m,salvador,ba,uniclass,1,até r$ 2.000,digital,ios,jovem digital,0
7537,alana pereira,48,f,ribeirão preto,sp,varejo,22,até r$ 2.000,digital,android,investidor,0
7538,fernanda araújo,46,f,maracanaú,ce,personnalité,8,r$ 10.001 – r$ 20.000,digital,ios,premium,3
7539,guilherme araújo,34,f,ji-paraná,ro,personnalité,10,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7540,caroline da mota,34,m,uberaba,mg,uniclass,6,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7541,stephany freitas,39,f,nova iguaçu,rj,varejo,9,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7542,luna da paz,24,m,iguatu,ce,varejo,2,até r$ 2.000,digital,ios,jovem digital,0
7543,henry melo,31,m,rondonópolis,mt,varejo,5,r$ 5.001 – r$ 10.000,salário,ios,cliente tradicional,2
7544,joão felipe souza,32,f,vitória,es,personnalité,8,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7545,diogo duarte,22,m,crato,ce,varejo,0,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7546,júlia cassiano,68,m,campinas,sp,varejo,17,até r$ 2.000,corrente,ios,idoso,0
7547,kevin pastor,45,f,canoas,rs,varejo,13,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
7548,ana clara oliveira,24,m,guarulhos,sp,varejo,3,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7549,murilo novais,42,m,novo hamburgo,rs,uniclass,14,r$ 10.001 – r$ 20.000,corrente,ios,investidor,3
7550,felipe macedo,43,f,juazeiro,ba,varejo,5,até r$ 2.000,corrente,android,cliente tradicional,0
7551,samuel duarte,27,m,porto alegre,rs,varejo,1,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7552,zoe teixeira,43,f,mauá,sp,uniclass,4,até r$ 2.000,digital,android,cliente tradicional,0
7553,vicente novais,42,f,ribeirão preto,sp,varejo,18,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7554,sofia da rocha,71,f,cariacica,es,varejo,5,r$ 5.001 – r$ 10.000,salário,ios,idoso,2
7555,augusto carvalho,25,f,rio verde,go,varejo,2,até r$ 2.000,corrente,ios,jovem digital,0
7556,davi luiz viana,28,m,gurupi,to,varejo,4,r$ 10.001 – r$ 20.000,corrente,android,jovem digital,3
7557,ana sophia fonseca,23,f,montes claros,mg,personnalité,1,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
7558,maitê souza,39,m,natal,rn,uniclass,7,r$ 10.001 – r$ 20.000,digital,ios,premium,3
7559,paulo cirino,70,m,curitiba,pr,uniclass,18,r$ 2.001 – r$ 5.000,digital,android,idoso,1
7560,aurora martins,22,m,osasco,sp,varejo,3,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7561,rafael marques,38,m,mossoró,rn,varejo,9,r$ 10.001 – r$ 20.000,digital,android,investidor,3
7562,eloá farias,25,m,cariacica,es,uniclass,3,até r$ 2.000,digital,ios,jovem digital,0
7563,miguel rocha,72,m,vitória,es,uniclass,21,r$ 5.001 – r$ 10.000,corrente,ios,idoso,2
7564,valentim da cunha,45,f,são luís,ma,uniclass,13,r$ 2.001 – r$ 5.000,digital,android,investidor,1
7565,augusto carvalho,41,f,uberlândia,mg,varejo,3,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7566,isaque ramos,40,f,nossa senhora do socorro,se,uniclass,5,até r$ 2.000,digital,android,investidor,0
7567,juliana lima,37,m,santarém,pa,varejo,8,até r$ 2.000,corrente,android,cliente tradicional,0
7568,isabela mendonça,24,m,natal,rn,varejo,4,r$ 2.001 – r$ 5.000,corrente,ios,jovem digital,1
7569,calebe moura,22,f,contagem,mg,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7570,dante moraes,41,m,pelotas,rs,varejo,15,r$ 5.001 – r$ 10.000,digital,ios,cliente tradicional,2
7571,evelyn almeida,42,m,juazeiro,ba,varejo,5,r$ 2.001 – r$ 5.000,salário,android,cliente tradicional,1
7572,luiza andrade,63,f,gravataí,rs,varejo,5,r$ 10.001 – r$ 20.000,salário,ios,idoso,3
7573,mirella duarte,38,f,parnamirim,rn,varejo,5,até r$ 2.000,salário,android,cliente tradicional,0
7574,stephany mendonça,35,f,pelotas,rs,varejo,8,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
7575,alexia oliveira,46,m,manacapuru,am,varejo,10,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
7576,brenda porto,25,f,crato,ce,personnalité,3,até r$ 2.000,digital,android,jovem digital,0
7577,davi luiz sousa,37,m,ilhéus,ba,personnalité,11,até r$ 2.000,corrente,android,premium,0
7578,dom nunes,38,f,ribeirão preto,sp,varejo,9,r$ 2.001 – r$ 5.000,digital,ios,premium,1
7579,francisco novais,39,f,montes claros,mg,varejo,12,até r$ 2.000,corrente,android,cliente tradicional,0
7580,henry gabriel nascimento,21,m,porto alegre,rs,uniclass,1,até r$ 2.000,salário,ios,jovem digital,0
7581,liam moraes,39,f,bauru,sp,personnalité,7,r$ 2.001 – r$ 5.000,corrente,android,premium,1
7582,erick oliveira,18,f,caucaia,ce,varejo,1,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
7583,maria helena pimenta,25,f,são paulo,sp,varejo,2,até r$ 2.000,digital,android,jovem digital,0
7584,mateus sá,21,m,juazeiro,ba,personnalité,0,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7585,diogo vargas,76,m,duque de caxias,rj,varejo,6,r$ 2.001 – r$ 5.000,corrente,android,idoso,1
7586,lorena da mota,71,f,são gonçalo,rj,uniclass,40,r$ 5.001 – r$ 10.000,corrente,ios,idoso,2
7587,maria flor machado,36,m,brasília,df,varejo,8,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7588,kevin rezende,48,m,são paulo,sp,personnalité,16,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
7589,bianca barbosa,73,f,são gonçalo,rj,varejo,5,r$ 2.001 – r$ 5.000,salário,ios,idoso,1
7590,luiz otávio ramos,23,f,sobral,ce,varejo,3,r$ 2.001 – r$ 5.000,corrente,ios,jovem digital,1
7591,camila marques,23,f,bauru,sp,varejo,0,r$ 2.001 – r$ 5.000,salário,android,jovem digital,1
7592,sarah vasconcelos,39,m,cascavel,pr,varejo,5,r$ 5.001 – r$ 10.000,salário,android,cliente tradicional,2
7593,luana almeida,23,f,anápolis,go,uniclass,1,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
7594,isadora oliveira,48,f,goiânia,go,uniclass,17,acima de r$ 20.000,digital,android,investidor,4
7595,ana beatriz abreu,24,f,juazeiro,ba,varejo,2,r$ 2.001 – r$ 5.000,salário,android,jovem digital,1
7596,heloisa almeida,21,f,brasília,df,uniclass,0,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
7597,antony câmara,24,m,maringá,pr,varejo,3,até r$ 2.000,digital,android,jovem digital,0
7598,ayla lima,40,f,parintins,am,personnalité,5,até r$ 2.000,salário,ios,cliente tradicional,0
7599,kevin da luz,42,m,belo horizonte,mg,varejo,10,r$ 2.001 – r$ 5.000,digital,ios,cliente tradicional,1
7600,pietro pacheco,51,m,manacapuru,am,varejo,22,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
7601,beatriz nascimento,50,f,contagem,mg,personnalité,18,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7602,maria cecília rezende,20,m,contagem,mg,varejo,1,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
7603,murilo vargas,24,f,lauro de freitas,ba,varejo,3,acima de r$ 20.000,digital,ios,jovem digital,4
7604,daniela silva,42,f,águas lindas de goiás,go,varejo,12,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7605,leandro correia,50,f,caxias,ma,uniclass,13,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7606,juan costela,47,m,olinda,pe,varejo,10,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
7607,ana liz cirino,49,f,lauro de freitas,ba,personnalité,19,r$ 5.001 – r$ 10.000,corrente,android,premium,2
7608,guilherme alves,44,f,são josé,sc,varejo,19,r$ 10.001 – r$ 20.000,digital,android,investidor,3
7609,sophie pereira,37,f,mauá,sp,varejo,6,até r$ 2.000,digital,android,cliente tradicional,0
7610,bruno vasconcelos,41,m,mauá,sp,varejo,13,até r$ 2.000,corrente,android,cliente tradicional,0
7611,josé miguel nogueira,46,m,itabaiana,se,uniclass,19,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7612,cecília azevedo,41,f,salvador,ba,uniclass,5,r$ 10.001 – r$ 20.000,digital,ios,premium,3
7613,beatriz dias,24,m,uberlândia,mg,varejo,2,até r$ 2.000,digital,ios,jovem digital,0
7614,raul ribeiro,45,f,campinas,sp,uniclass,12,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7615,oliver costa,23,m,osasco,sp,varejo,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7616,ana júlia castro,40,f,porto alegre,rs,varejo,8,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
7617,laís da mata,43,m,ribeirão preto,sp,personnalité,9,r$ 5.001 – r$ 10.000,corrente,android,premium,2
7618,ravi lucca cunha,26,m,mossoró,rn,varejo,3,até r$ 2.000,digital,android,jovem digital,0
7619,daniela alves,29,f,laranjal do jari,ap,varejo,5,r$ 2.001 – r$ 5.000,salário,ios,jovem digital,1
7620,joão guilherme macedo,41,f,dourados,ms,personnalité,21,acima de r$ 20.000,corrente,ios,premium,4
7621,josué garcia,24,m,brasília,df,varejo,3,r$ 10.001 – r$ 20.000,salário,android,jovem digital,3
7622,benjamim macedo,42,f,belém,pa,varejo,5,até r$ 2.000,salário,android,cliente tradicional,0
7623,oliver garcia,42,f,codó,ma,varejo,5,r$ 5.001 – r$ 10.000,salário,android,cliente tradicional,2
7624,carlos eduardo machado,44,m,petrópolis,rj,uniclass,5,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
7625,luna guerra,23,m,novo hamburgo,rs,varejo,1,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7626,miguel costela,44,f,crato,ce,uniclass,13,r$ 2.001 – r$ 5.000,corrente,android,investidor,1
7627,gabrielly pastor,42,m,nova iguaçu,rj,varejo,12,r$ 10.001 – r$ 20.000,corrente,android,cliente tradicional,3
7628,josué borges,69,f,campina grande,pb,varejo,5,até r$ 2.000,salário,ios,idoso,0
7629,luiz fernando montenegro,43,f,manacapuru,am,varejo,16,até r$ 2.000,corrente,ios,cliente tradicional,0
7630,pietra campos,36,f,petrópolis,rj,uniclass,3,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7631,luan sá,39,f,niterói,rj,personnalité,13,acima de r$ 20.000,digital,android,investidor,4
7632,otto campos,26,m,pelotas,rs,varejo,2,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
7633,mariana sousa,41,f,três lagoas,ms,varejo,17,até r$ 2.000,corrente,android,cliente tradicional,0
7634,elisa souza,44,m,três lagoas,ms,uniclass,18,r$ 10.001 – r$ 20.000,corrente,android,investidor,3
7635,anna liz leão,77,m,betim,mg,varejo,5,r$ 2.001 – r$ 5.000,salário,android,idoso,1
7636,mateus costela,42,m,juiz de fora,mg,varejo,10,acima de r$ 20.000,corrente,android,investidor,4
7637,fernando montenegro,45,f,campinas,sp,uniclass,16,r$ 10.001 – r$ 20.000,corrente,ios,premium,3
7638,eloah mendes,44,f,juazeiro,ba,uniclass,0,r$ 5.001 – r$ 10.000,salário,ios,investidor,2
7639,thomas moraes,36,f,petrópolis,rj,varejo,1,r$ 2.001 – r$ 5.000,salário,ios,investidor,1
7640,henry gabriel marques,24,f,araguaína,to,uniclass,2,até r$ 2.000,corrente,android,jovem digital,0
7641,arthur gabriel abreu,44,m,garanhuns,pe,varejo,7,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
7642,gabrielly leão,25,f,itabaiana,se,varejo,4,r$ 2.001 – r$ 5.000,corrente,ios,jovem digital,1
7643,isabelly brito,66,m,são josé dos pinhais,pr,varejo,5,até r$ 2.000,salário,ios,idoso,0
7644,daniela fonseca,44,m,petrópolis,rj,personnalité,20,r$ 10.001 – r$ 20.000,corrente,android,premium,3
7645,ana luiza azevedo,80,f,santa maria,rs,uniclass,5,r$ 2.001 – r$ 5.000,salário,android,idoso,1
7646,luara rezende,22,f,paulista,pe,personnalité,2,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7647,ana clara da conceição,22,m,juiz de fora,mg,varejo,1,r$ 2.001 – r$ 5.000,corrente,android,jovem digital,1
7648,enzo gabriel rezende,32,m,contagem,mg,personnalité,5,r$ 5.001 – r$ 10.000,salário,ios,investidor,2
7649,heloisa melo,39,f,contagem,mg,uniclass,9,acima de r$ 20.000,corrente,ios,investidor,4
7650,arthur gabriel da mota,61,f,sorocaba,sp,uniclass,20,r$ 10.001 – r$ 20.000,corrente,android,idoso,3
7651,ayla aparecida,31,m,goiânia,go,varejo,5,r$ 5.001 – r$ 10.000,salário,ios,cliente tradicional,2
7652,joão miguel da cruz,42,f,gurupi,to,varejo,9,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7653,luiz gustavo nunes,25,f,duque de caxias,rj,varejo,1,até r$ 2.000,digital,ios,jovem digital,0
7654,antony cardoso,40,m,uberaba,mg,uniclass,13,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
7655,rafaela cassiano,31,f,são gonçalo do amarante,rn,varejo,4,r$ 10.001 – r$ 20.000,corrente,android,investidor,3
7656,joão lucas sales,40,m,luziânia,go,varejo,9,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7657,maria isis teixeira,27,m,campinas,sp,varejo,2,r$ 5.001 – r$ 10.000,digital,android,jovem digital,2
7658,breno araújo,22,f,palmeira dos índios,al,uniclass,0,r$ 10.001 – r$ 20.000,corrente,android,jovem digital,3
7659,otto sousa,27,f,garanhuns,pe,uniclass,3,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7660,ana beatriz freitas,42,f,montes claros,mg,varejo,10,acima de r$ 20.000,corrente,ios,premium,4
7661,kamilly castro,42,m,governador valadares,mg,varejo,12,r$ 5.001 – r$ 10.000,digital,android,cliente tradicional,2
7662,larissa cavalcanti,55,f,jaboatão dos guararapes,pe,uniclass,19,r$ 5.001 – r$ 10.000,corrente,ios,investidor,2
7663,luiz fernando moreira,22,f,fortaleza,ce,varejo,1,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7664,kevin sousa,23,m,lauro de freitas,ba,varejo,0,r$ 2.001 – r$ 5.000,digital,android,jovem digital,1
7665,luiz miguel fonseca,45,m,nova iguaçu,rj,uniclass,15,r$ 5.001 – r$ 10.000,corrente,ios,premium,2
7666,henry viana,69,f,gurupi,to,varejo,5,acima de r$ 20.000,salário,android,idoso,4
7667,luan alves,80,m,águas lindas de goiás,go,personnalité,5,r$ 5.001 – r$ 10.000,salário,android,idoso,2
7668,maysa costela,32,m,florianópolis,sc,uniclass,3,r$ 5.001 – r$ 10.000,corrente,ios,cliente tradicional,2
7669,ana laura guerra,35,f,várzea grande,mt,uniclass,8,r$ 2.001 – r$ 5.000,digital,android,investidor,1
7670,evelyn da luz,39,f,são josé dos pinhais,pr,uniclass,8,até r$ 2.000,corrente,android,cliente tradicional,0
7671,aurora alves,44,m,são bernardo do campo,sp,varejo,8,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7672,benjamim farias,25,f,canoas,rs,varejo,5,até r$ 2.000,digital,android,jovem digital,0
7673,benjamin melo,22,f,manacapuru,am,varejo,2,até r$ 2.000,digital,android,jovem digital,0
7674,bernardo sousa,41,m,guarulhos,sp,varejo,14,acima de r$ 20.000,digital,ios,investidor,4
7675,joão pedro jesus,35,f,são josé dos pinhais,pr,personnalité,2,acima de r$ 20.000,digital,ios,premium,4
7676,caleb nogueira,39,f,juiz de fora,mg,varejo,6,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7677,gabriela teixeira,38,f,blumenau,sc,varejo,8,r$ 2.001 – r$ 5.000,digital,android,cliente tradicional,1
7678,sabrina cavalcante,49,m,sinop,mt,personnalité,11,r$ 5.001 – r$ 10.000,corrente,android,premium,2
7679,levi brito,22,m,luziânia,go,varejo,1,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7680,arthur ferreira,37,m,campinas,sp,varejo,5,até r$ 2.000,corrente,android,cliente tradicional,0
7681,pietro borges,34,m,rio verde,go,varejo,7,r$ 5.001 – r$ 10.000,corrente,android,cliente tradicional,2
7682,larissa azevedo,38,f,planaltina,df,varejo,12,até r$ 2.000,digital,android,cliente tradicional,0
7683,henry gabriel melo,34,m,florianópolis,sc,varejo,5,até r$ 2.000,corrente,android,cliente tradicional,0
7684,maria fernanda leão,47,f,codó,ma,varejo,8,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
7685,stella macedo,39,f,luziânia,go,uniclass,4,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7686,joão felipe pereira,35,m,são josé dos pinhais,pr,varejo,12,r$ 2.001 – r$ 5.000,corrente,ios,cliente tradicional,1
7687,alexandre das neves,41,f,são josé,sc,varejo,10,r$ 2.001 – r$ 5.000,corrente,android,cliente tradicional,1
7688,maria laura melo,34,f,corumbá,ms,personnalité,8,r$ 5.001 – r$ 10.000,corrente,android,premium,2
7689,théo cardoso,44,f,araguaína,to,varejo,17,r$ 5.001 – r$ 10.000,digital,ios,cliente tradicional,2
7690,ayla ribeiro,75,f,luziânia,go,varejo,14,r$ 10.001 – r$ 20.000,corrente,ios,idoso,3
7691,valentina fonseca,24,m,caxias do sul,rs,varejo,3,r$ 5.001 – r$ 10.000,corrente,ios,jovem digital,2
7692,gael mendes,19,m,vitória da conquista,ba,varejo,0,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7693,marina souza,76,f,guarulhos,sp,uniclass,5,r$ 2.001 – r$ 5.000,salário,ios,idoso,1
7694,matteo cardoso,20,f,belo horizonte,mg,varejo,1,r$ 2.001 – r$ 5.000,digital,ios,jovem digital,1
7695,pedro lucas moraes,43,m,bauru,sp,personnalité,14,r$ 5.001 – r$ 10.000,corrente,android,investidor,2
7696,josé pedro casa grande,39,f,rio branco,ac,varejo,11,r$ 10.001 – r$ 20.000,corrente,android,investidor,3
7697,rael ribeiro,76,m,marabá,pa,varejo,22,r$ 5.001 – r$ 10.000,digital,android,idoso,2
