id_cliente,nome,idade,sexo,cidade,uf,segmento,tempo_relacionamento,faixa_renda,tipo_conta,app_favorito,persona
8240,Maria Cecília Ribeiro,51,F,Samambaia,DF,Personnalité,20,Acima de R$ 20.000,Corrente,iOS,Premium
8241,Enrico Farias,36,M,Osasco,SP,Varejo,9,R$ 2.001 – R$ 5.000,Corrente,Android,Premium
8242,Benício Cardoso,41,F,São Bernardo do Campo,SP,Varejo,11,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
8243,Antônio Sousa,22,M,Ponta Porã,MS,Varejo,0,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8244,Arthur Miguel da Rosa,22,F,Belo Horizonte,MG,Varejo,1,R$ 2.001 – R$ 5.000,Salário,iOS,Jovem Digital
8245,Gabrielly Costa,45,M,Porto Alegre,RS,Varejo,20,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
8246,Maria Isis Garcia,45,M,Contagem,MG,Varejo,16,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8247,Hellena Andrade,67,F,Iguatu,CE,Varejo,5,Até R$ 2.000,Salário,iOS,Idoso
8248,Vitor Hugo Sampaio,41,M,Bauru,SP,Varejo,7,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8249,Fernanda Farias,42,F,Foz do Iguaçu,PR,Varejo,13,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8250,Emanuelly Moraes,42,M,Sorocaba,SP,Uniclass,15,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8251,Laís Jesus,67,F,Osasco,SP,Varejo,30,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8252,Caroline Cardoso,22,M,Ribeirão Preto,SP,Varejo,0,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
8253,Cecilia Silveira,25,F,Curitiba,PR,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
8254,Vicente Novaes,42,M,Montes Claros,MG,Uniclass,10,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
8255,Matheus Mendonça,24,F,São Paulo,SP,Varejo,2,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8256,Alexia da Mata,36,M,Manacapuru,AM,Varejo,4,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
8257,Enzo Machado,40,M,Santos,SP,Varejo,10,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8258,Enzo Gabriel Rios,43,F,Águas Lindas de Goiás,GO,Uniclass,14,Acima de R$ 20.000,Corrente,iOS,Investidor
8259,Antonella Moraes,71,M,Juazeiro,BA,Varejo,29,Até R$ 2.000,Corrente,Android,Idoso
8260,Ian Almeida,39,F,Governador Valadares,MG,Varejo,5,Até R$ 2.000,Salário,iOS,Cliente Tradicional
8261,José Miguel Teixeira,45,F,Uberlândia,MG,Uniclass,23,Acima de R$ 20.000,Corrente,Android,Premium
8262,Heitor da Cruz,47,F,Santos,SP,Personnalité,11,R$ 5.001 – R$ 10.000,Corrente,iOS,Premium
8263,Dom Cavalcanti,37,F,Mossoró,RN,Varejo,3,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
8264,Evelyn Azevedo,36,F,Petrópolis,RJ,Uniclass,5,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8265,Leandro Oliveira,74,M,Osasco,SP,Varejo,19,R$ 2.001 – R$ 5.000,Digital,Android,Idoso
8266,Renan Vasconcelos,43,M,Nova Iguaçu,RJ,Varejo,17,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
8267,Erick Barbosa,42,F,Rio Largo,AL,Uniclass,19,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
8268,Antony Silveira,36,F,Curitiba,PR,Varejo,7,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
8269,Apollo Sousa,22,F,Campos dos Goytacazes,RJ,Varejo,2,R$ 2.001 – R$ 5.000,Salário,Android,Jovem Digital
8270,Carolina Pinto,31,M,Campo Grande,MS,Uniclass,2,Acima de R$ 20.000,Digital,iOS,Premium
8271,Diego Cassiano,23,F,Belém,PA,Varejo,3,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
8272,Maria Clara Pires,73,F,Palmeira dos Índios,AL,Varejo,5,Até R$ 2.000,Salário,iOS,Idoso
8273,Bianca Viana,21,F,Caucaia,CE,Uniclass,3,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
8274,Heitor Pimenta,69,M,Lauro de Freitas,BA,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Idoso
8275,Joaquim Araújo,27,F,Criciúma,SC,Varejo,5,Até R$ 2.000,Corrente,Android,Jovem Digital
8276,João Lucas Costa,45,M,Montes Claros,MG,Varejo,7,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8277,Enrico Cirino,64,F,Vitória da Conquista,BA,Uniclass,5,R$ 5.001 – R$ 10.000,Salário,Android,Idoso
8278,Fernando Silva,41,F,Ribeirão Preto,SP,Varejo,11,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8279,Fernando Abreu,50,F,Montes Claros,MG,Personnalité,4,Acima de R$ 20.000,Corrente,iOS,Investidor
8280,Luana Vieira,43,M,Uberaba,MG,Varejo,6,R$ 10.001 – R$ 20.000,Digital,iOS,Cliente Tradicional
8281,Ravi Lucca Costela,26,M,Crato,CE,Uniclass,2,Até R$ 2.000,Digital,Android,Jovem Digital
8282,Carlos Eduardo Silva,22,M,Brasília,DF,Varejo,1,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8283,Emanuel Gomes,35,M,Patos,PB,Varejo,7,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
8284,Aurora Pires,22,M,Parnaíba,PI,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
8285,Sofia Correia,25,M,Mauá,SP,Varejo,5,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
8286,Maria Laura Costa,74,M,Nossa Senhora do Socorro,SE,Varejo,30,R$ 2.001 – R$ 5.000,Digital,Android,Idoso
8287,Maya Pereira,45,M,Sorocaba,SP,Uniclass,9,Acima de R$ 20.000,Corrente,Android,Cliente Tradicional
8288,Marcelo Melo,65,F,Curitiba,PR,Varejo,5,R$ 2.001 – R$ 5.000,Salário,iOS,Idoso
8289,Alícia Siqueira,20,F,Águas Lindas de Goiás,GO,Varejo,2,Até R$ 2.000,Salário,iOS,Jovem Digital
8290,Davi Macedo,46,M,Bauru,SP,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
8291,Léo Montenegro,24,M,Santos,SP,Uniclass,3,R$ 2.001 – R$ 5.000,Salário,iOS,Jovem Digital
8292,Anthony Gabriel Barros,38,M,Corumbá,MS,Varejo,12,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
8293,Luiz Gustavo Costa,35,M,Belo Horizonte,MG,Varejo,0,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
8294,Vinicius Casa Grande,37,M,Joinville,SC,Uniclass,3,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
8295,Vitória Oliveira,27,M,Rondonópolis,MT,Varejo,6,Até R$ 2.000,Digital,iOS,Jovem Digital
8296,Marcos Vinicius Sampaio,36,F,Blumenau,SC,Personnalité,12,Acima de R$ 20.000,Corrente,iOS,Premium
8297,Josué Sampaio,44,M,Garanhuns,PE,Uniclass,4,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
8298,Dom Correia,39,M,Cruzeiro do Sul,AC,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
8299,Marcelo Duarte,25,F,São Gonçalo,RJ,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,iOS,Jovem Digital
8300,Rafael Castro,42,M,Manacapuru,AM,Uniclass,7,R$ 2.001 – R$ 5.000,Corrente,iOS,Investidor
8301,Isabela Porto,42,F,Londrina,PR,Varejo,9,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
8302,Ana Carolina Peixoto,22,M,Belém,PA,Varejo,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
8303,Júlia Montenegro,48,F,Mauá,SP,Uniclass,11,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
8304,Allana Cunha,36,M,Macapá,AP,Varejo,9,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
8305,Letícia da Cunha,39,M,São Bernardo do Campo,SP,Uniclass,4,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
8306,Catarina Sousa,48,M,Rio de Janeiro,RJ,Uniclass,11,R$ 5.001 – R$ 10.000,Digital,Android,Cliente Tradicional
8307,Rodrigo Moura,23,M,Três Lagoas,MS,Personnalité,2,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8308,Anthony Gabriel Rezende,47,F,Londrina,PR,Varejo,4,R$ 2.001 – R$ 5.000,Salário,iOS,Cliente Tradicional
8309,Theodoro da Paz,24,F,Uberlândia,MG,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
8310,Lorenzo Azevedo,40,F,São José dos Pinhais,PR,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
8311,Davi Azevedo,22,M,Itacoatiara,AM,Varejo,2,Até R$ 2.000,Corrente,Android,Jovem Digital
8312,Marina Ferreira,49,F,Boa Vista,RR,Personnalité,12,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
8313,Dante Pinto,25,F,Bauru,SP,Varejo,1,Até R$ 2.000,Corrente,iOS,Jovem Digital
8314,Lorena Barros,65,F,Dourados,MS,Varejo,5,R$ 10.001 – R$ 20.000,Salário,Android,Idoso
8315,Maitê Albuquerque,45,M,Rio Branco,AC,Varejo,12,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
8316,Felipe Dias,41,M,Montes Claros,MG,Uniclass,11,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
8317,Eloá Sampaio,48,M,Natal,RN,Uniclass,5,R$ 2.001 – R$ 5.000,Salário,iOS,Investidor
8318,Davi Lucca Nunes,75,F,Manaus,AM,Varejo,5,Até R$ 2.000,Salário,Android,Idoso
8319,Vinicius Siqueira,48,M,Goiânia,GO,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
8320,Antonella Machado,37,M,Porto Alegre,RS,Varejo,10,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8321,Elisa Souza,72,M,Parnaíba,PI,Varejo,27,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8322,Maria Luiza Freitas,73,F,Contagem,MG,Uniclass,13,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8323,Melina da Rosa,50,F,Ceilândia,DF,Varejo,19,R$ 10.001 – R$ 20.000,Digital,iOS,Investidor
8324,Mariana Dias,79,M,Salvador,BA,Varejo,21,R$ 10.001 – R$ 20.000,Corrente,Android,Idoso
8325,Zoe Souza,42,F,Santos,SP,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
8326,Mateus da Conceição,26,F,Natal,RN,Varejo,5,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
8327,Luigi Aparecida,43,M,Anápolis,GO,Uniclass,4,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
8328,Clarice Jesus,51,M,Garanhuns,PE,Uniclass,18,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
8329,Maria Flor Martins,38,F,Novo Hamburgo,RS,Varejo,10,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
8330,Aylla Vieira,34,F,Betim,MG,Varejo,10,R$ 10.001 – R$ 20.000,Digital,Android,Cliente Tradicional
8331,Isis Martins,36,M,Contagem,MG,Uniclass,7,R$ 2.001 – R$ 5.000,Corrente,iOS,Premium
8332,Maria Fernanda Machado,41,M,Curitiba,PR,Varejo,14,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
8333,Leandro Casa Grande,43,M,Cascavel,PR,Varejo,14,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
8334,Helena Leão,23,F,Lauro de Freitas,BA,Varejo,2,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
8335,Benicio Carvalho,40,M,Aracaju,SE,Uniclass,5,R$ 2.001 – R$ 5.000,Salário,iOS,Cliente Tradicional
8336,Anna Liz Garcia,34,M,Santos,SP,Uniclass,4,Até R$ 2.000,Digital,iOS,Investidor
8337,Kaique Guerra,44,F,Santa Maria,RS,Uniclass,10,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
8338,Emanuelly Albuquerque,23,F,Laranjal do Jari,AP,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,iOS,Jovem Digital
8339,Luara Vieira,68,F,Camaçari,BA,Varejo,18,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8340,Luiz Felipe Cassiano,23,F,Contagem,MG,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
8341,Léo Cunha,24,F,Juazeiro do Norte,CE,Varejo,2,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8342,Gabriel Almeida,38,F,Maracanaú,CE,Personnalité,3,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
8343,Heloísa Melo,30,M,São Paulo,SP,Varejo,2,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8344,Kaique da Mata,22,M,Mauá,SP,Uniclass,2,Até R$ 2.000,Digital,Android,Jovem Digital
8345,Bárbara Costa,74,M,Pelotas,RS,Personnalité,30,Até R$ 2.000,Corrente,Android,Idoso
8346,Augusto Monteiro,40,F,Jaboatão dos Guararapes,PE,Varejo,5,Acima de R$ 20.000,Salário,iOS,Investidor
8347,Heloísa Castro,40,F,Foz do Iguaçu,PR,Varejo,8,R$ 5.001 – R$ 10.000,Digital,Android,Cliente Tradicional
8348,Ana Júlia Novaes,24,F,Curitiba,PR,Varejo,3,R$ 10.001 – R$ 20.000,Digital,Android,Jovem Digital
8349,Agatha da Conceição,40,F,Anápolis,GO,Varejo,9,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8350,Mateus Mendonça,44,F,São José dos Pinhais,PR,Varejo,16,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
8351,Melina Lopes,46,M,Petrópolis,RJ,Varejo,3,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
8352,Luara Castro,47,M,Crato,CE,Personnalité,16,Acima de R$ 20.000,Corrente,iOS,Investidor
8353,Mariah Rios,68,M,Campo Grande,MS,Varejo,24,R$ 2.001 – R$ 5.000,Digital,iOS,Idoso
8354,Dante Fogaça,48,F,Bauru,SP,Uniclass,9,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
8355,Heitor Azevedo,42,F,Mauá,SP,Varejo,5,R$ 10.001 – R$ 20.000,Salário,Android,Cliente Tradicional
8356,Ayla Santos,36,M,Juazeiro do Norte,CE,Varejo,7,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
8357,Maria Liz Pereira,44,M,Águas Lindas de Goiás,GO,Personnalité,7,R$ 5.001 – R$ 10.000,Digital,iOS,Investidor
8358,Amanda Casa Grande,21,F,Iguatu,CE,Varejo,1,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
8359,Ravy Moreira,76,M,Foz do Iguaçu,PR,Varejo,5,Até R$ 2.000,Salário,Android,Idoso
8360,Maya Cunha,39,M,Guarulhos,SP,Personnalité,11,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
8361,Lara Mendonça,21,M,Duque de Caxias,RJ,Varejo,0,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
8362,Apollo das Neves,39,M,São Gonçalo do Amarante,RN,Varejo,13,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
8363,Liam Fernandes,75,M,Gravataí,RS,Varejo,25,R$ 2.001 – R$ 5.000,Corrente,iOS,Idoso
8364,Ana Lívia Rodrigues,22,F,Corumbá,MS,Varejo,1,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8365,Liz Pimenta,43,F,Juiz de Fora,MG,Uniclass,6,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
8366,Joaquim Peixoto,39,F,Sorocaba,SP,Varejo,8,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
8367,José Pedro Moura,20,F,Cascavel,PR,Varejo,0,R$ 2.001 – R$ 5.000,Salário,iOS,Jovem Digital
8368,Alexia Fernandes,74,F,Nova Iguaçu,RJ,Varejo,25,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8369,Evelyn Sales,23,M,Curitiba,PR,Varejo,1,R$ 10.001 – R$ 20.000,Digital,iOS,Jovem Digital
8370,José Miguel Freitas,80,F,Porto Alegre,RS,Varejo,18,Até R$ 2.000,Corrente,Android,Idoso
8371,Maria Júlia Azevedo,24,M,Caucaia,CE,Varejo,2,R$ 10.001 – R$ 20.000,Corrente,Android,Jovem Digital
8372,Arthur Miguel Machado,24,F,Rio Branco,AC,Varejo,3,Até R$ 2.000,Digital,Android,Jovem Digital
8373,Ester Leão,65,F,Chapecó,SC,Varejo,21,Até R$ 2.000,Corrente,iOS,Idoso
8374,Thales Costela,48,M,Sorocaba,SP,Varejo,23,R$ 10.001 – R$ 20.000,Digital,Android,Investidor
8375,Beatriz Sales,42,M,Tangará da Serra,MT,Uniclass,10,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
8376,Ravi Lucca Dias,29,M,Florianópolis,SC,Varejo,5,R$ 5.001 – R$ 10.000,Salário,iOS,Jovem Digital
8377,Maria Laura Viana,38,M,Vitória da Conquista,BA,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
8378,Alana Novais,44,M,Montes Claros,MG,Varejo,6,Acima de R$ 20.000,Corrente,Android,Cliente Tradicional
8379,Carolina Oliveira,44,F,Juazeiro do Norte,CE,Varejo,13,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
8380,Bianca Sampaio,48,M,Maracanaú,CE,Personnalité,12,Acima de R$ 20.000,Corrente,Android,Premium
8381,Mathias Cardoso,38,F,Pelotas,RS,Varejo,14,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
8382,Aurora Viana,41,M,Três Lagoas,MS,Uniclass,8,R$ 2.001 – R$ 5.000,Digital,Android,Investidor
8383,Raul Santos,40,M,São Gonçalo,RJ,Varejo,10,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8384,Renan da Cruz,67,M,Joinville,SC,Varejo,17,Até R$ 2.000,Corrente,Android,Idoso
8385,Mariana Nunes,41,F,Bauru,SP,Uniclass,13,Acima de R$ 20.000,Digital,Android,Premium
8386,Maria Isis Almeida,21,M,Juazeiro,BA,Varejo,0,Até R$ 2.000,Corrente,iOS,Jovem Digital
8387,Ana Sophia Moraes,33,M,Vitória,ES,Varejo,2,R$ 10.001 – R$ 20.000,Digital,iOS,Premium
8388,Gabriel Gomes,49,M,Vitória da Conquista,BA,Uniclass,14,Acima de R$ 20.000,Corrente,iOS,Investidor
8389,Juan Pinto,45,F,Cascavel,PR,Personnalité,14,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
8390,Aurora Barros,45,F,Ribeirão Preto,SP,Varejo,11,R$ 2.001 – R$ 5.000,Digital,Android,Premium
8391,Sarah Mendonça,44,F,Uberlândia,MG,Uniclass,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
8392,Maria Eduarda Pereira,49,M,Salvador,BA,Uniclass,5,R$ 10.001 – R$ 20.000,Salário,iOS,Investidor
8393,Vitor Azevedo,69,M,Rondonópolis,MT,Varejo,18,Até R$ 2.000,Corrente,Android,Idoso
8394,Manuella Gomes,68,F,Mauá,SP,Varejo,33,R$ 2.001 – R$ 5.000,Corrente,iOS,Idoso
8395,Matheus Vieira,70,F,Camaçari,BA,Varejo,15,R$ 10.001 – R$ 20.000,Corrente,Android,Idoso
8396,Yuri Silva,74,F,Ponta Grossa,PR,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Idoso
8397,João Pedro Fonseca,24,F,Rondonópolis,MT,Personnalité,4,Até R$ 2.000,Digital,Android,Jovem Digital
8398,Dante Melo,43,M,Boa Vista,RR,Varejo,11,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8399,Thales Câmara,20,M,Ribeirão Preto,SP,Varejo,0,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
8400,André Duarte,76,M,Ariquemes,RO,Varejo,13,R$ 2.001 – R$ 5.000,Corrente,iOS,Idoso
8401,Eduarda Pinto,29,M,Mossoró,RN,Varejo,4,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
8402,Maria Sophia Novais,24,M,Rio de Janeiro,RJ,Varejo,1,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
8403,João Vitor Viana,42,M,Juazeiro,BA,Varejo,5,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
8404,Yago Dias,48,F,Caucaia,CE,Varejo,20,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8405,Maria Vitória Dias,26,F,Lagarto,SE,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,Android,Jovem Digital
8406,Stella Costa,24,F,Belo Horizonte,MG,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
8407,Marcos Vinicius Peixoto,75,F,Rio de Janeiro,RJ,Varejo,15,R$ 10.001 – R$ 20.000,Digital,Android,Idoso
8408,Isaque da Rocha,69,M,Santos,SP,Varejo,18,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8409,Davi Sousa,38,F,Ceilândia,DF,Varejo,14,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
8410,Mathias Moura,33,F,Joinville,SC,Uniclass,5,R$ 10.001 – R$ 20.000,Salário,iOS,Investidor
8411,Mirella da Paz,20,M,Londrina,PR,Varejo,0,Até R$ 2.000,Digital,Android,Jovem Digital
8412,Theo Vieira,32,M,Salvador,BA,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8413,Fernanda Lima,27,F,Aracaju,SE,Varejo,4,Até R$ 2.000,Digital,Android,Jovem Digital
8414,Antônio da Rosa,35,F,Salvador,BA,Varejo,10,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
8415,Vicente Costela,26,F,Bauru,SP,Varejo,3,Até R$ 2.000,Corrente,iOS,Jovem Digital
8416,João Pedro da Rocha,48,M,Parnamirim,RN,Varejo,17,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
8417,Benicio Alves,75,F,Bauru,SP,Varejo,17,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8418,Laura Barros,25,M,Osasco,SP,Varejo,3,Até R$ 2.000,Digital,Android,Jovem Digital
8419,Emilly Martins,25,M,Três Lagoas,MS,Varejo,2,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
8420,Juan Machado,24,M,Bauru,SP,Varejo,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
8421,Giovanna Novais,61,F,Pelotas,RS,Varejo,27,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
8422,Levi Peixoto,35,F,Nova Iguaçu,RJ,Uniclass,7,Acima de R$ 20.000,Digital,iOS,Investidor
8423,Lívia Teixeira,74,M,Santarém,PA,Varejo,5,Até R$ 2.000,Salário,Android,Idoso
8424,Ana Sophia Caldeira,23,F,Mossoró,RN,Uniclass,2,R$ 5.001 – R$ 10.000,Salário,Android,Jovem Digital
8425,Yan Marques,25,F,Santos,SP,Varejo,4,Até R$ 2.000,Digital,Android,Jovem Digital
8426,Yuri Costa,28,F,Santos,SP,Varejo,4,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
8427,Maria da Paz,40,M,Rio Verde,GO,Personnalité,6,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
8428,Luan Pastor,25,M,Rondonópolis,MT,Varejo,3,Até R$ 2.000,Digital,iOS,Jovem Digital
8429,José Miguel Duarte,23,F,Gravataí,RS,Varejo,2,R$ 5.001 – R$ 10.000,Digital,iOS,Jovem Digital
8430,Arthur Gabriel Campos,39,F,Canoas,RS,Varejo,11,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8431,Cauã Duarte,47,F,Novo Hamburgo,RS,Varejo,17,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
8432,Maria Liz Freitas,24,F,Salvador,BA,Varejo,1,R$ 10.001 – R$ 20.000,Digital,Android,Jovem Digital
8433,João Miguel Dias,38,F,Chapecó,SC,Varejo,11,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
8434,Fernanda Novaes,49,F,Ponta Grossa,PR,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
8435,Benjamim Pires,42,M,Campo Grande,MS,Varejo,8,Até R$ 2.000,Corrente,Android,Cliente Tradicional
8436,Luara Ramos,21,M,Osasco,SP,Varejo,0,Até R$ 2.000,Digital,Android,Jovem Digital
8437,Ayla Gonçalves,32,F,Juiz de Fora,MG,Varejo,9,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
8438,Luiz Henrique Duarte,32,M,Belo Horizonte,MG,Varejo,5,R$ 2.001 – R$ 5.000,Digital,iOS,Investidor
8439,Bernardo Ramos,66,F,Ribeirão Preto,SP,Varejo,13,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
8440,Alexia Duarte,27,M,Sorocaba,SP,Varejo,4,Até R$ 2.000,Corrente,Android,Jovem Digital
8441,Bruno Moraes,38,F,Rio Verde,GO,Varejo,6,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
8442,Daniel Silveira,22,F,Criciúma,SC,Uniclass,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
8443,João Monteiro,24,M,Guarulhos,SP,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
8444,Davi Lucas Azevedo,33,F,Osasco,SP,Uniclass,6,Acima de R$ 20.000,Digital,Android,Investidor
8445,João Lucas Cassiano,70,M,Petrópolis,RJ,Varejo,32,Até R$ 2.000,Corrente,Android,Idoso
8446,Gustavo Moreira,44,F,Montes Claros,MG,Personnalité,14,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
8447,Luan Silva,47,M,Ribeirão Preto,SP,Personnalité,8,R$ 5.001 – R$ 10.000,Corrente,Android,Premium
8448,Ravy Borges,78,M,Samambaia,DF,Varejo,35,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
8449,Eloah Fogaça,43,F,Campos dos Goytacazes,RJ,Varejo,5,R$ 2.001 – R$ 5.000,Salário,iOS,Cliente Tradicional
8450,Camila Barros,47,M,Campina Grande,PB,Personnalité,20,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
8451,Júlia Fernandes,41,F,Sorocaba,SP,Personnalité,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
8452,Davi Miguel Monteiro,23,M,Mauá,SP,Varejo,2,R$ 2.001 – R$ 5.000,Salário,iOS,Jovem Digital
8453,Isadora Nogueira,22,M,Campinas,SP,Personnalité,3,Até R$ 2.000,Corrente,Android,Jovem Digital
8454,Davi Moura,24,F,Camaçari,BA,Varejo,2,Até R$ 2.000,Corrente,Android,Jovem Digital
8455,Lara Ramos,41,M,Montes Claros,MG,Uniclass,22,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
